,ATVI,ADBE,AMD,ALGN,ALXN,AMZN,AMGN,AAL,ADI,AAPL,AMAT,ASML,ADSK,ADP,AVGO,BIDU,BIIB,BMRN,CDNS,CELG,CERN,CHKP,CHTR,CTRP,CTAS,CSCO,CTXS,CMCSA,COST,CSX,CTSH,DLTR,EA,EBAY,EXPE,FAST,FB,FISV,FOX,FOXA,GILD,GOOG,GOOGL,HAS,HSIC,ILMN,INCY,INTC,INTU,ISRG,IDXX,JBHT,JD,KLAC,KHC,LRCX,LBTYA,LBTYK,LULU,MELI,MAR,MCHP,MDLZ,MNST,MSFT,MU,MXIM,MYL,NTAP,NFLX,NTES,NVDA,NXPI,ORLY,PAYX,PCAR,BKNG,PYPL,PEP,QCOM,REGN,ROST,SIRI,SWKS,SBUX,SYMC,SNPS,TTWO,TSLA,TXN,TMUS,ULTA,UAL,VRSN,VRSK,VRTX,WBA,WDC,WDAY,WLTW,WYNN,XEL,XLNX
2019-03-02,0.02252132671250319,-0.00489618406285074,0.3028682659932661,0.035743801652892565,0.017803030303030303,0.020888528138528147,-0.06433982683982685,0.0025793650793650793,0.13869012707722383,0.1386095553751804,-0.03571428571428571,-0.2,0.040848350615792464,0.019431818181818186,0.0,0.017777777777777774,-0.08834586466165413,-0.0297979797979798,0.05515151515151515,0.00712095704519947,0.021333333333333333,-0.06540404040404041,0.011666666666666667,0.03342245989304812,-0.015953654188948313,0.010810908668051521,0.011842105263157893,0.14129157427937913,-0.04505050505050505,-0.08571428571428573,-0.01,-0.02727272727272727,0.23076923076923078,0.09551882754509082,-0.003703703703703707,0.1571428571428571,0.0923408894582364,0.13640948963317387,0.032675438596491226,0.0859375,0.0016757803599908817,0.10714285714285714,0.0,0.10638172123015878,0.19393939393939394,0.005224660397074186,-0.01666666666666667,0.18528184624017952,0.08288461538461538,0.0326010101010101,0.00925925925925926,0.07121212121212121,0.026153089334907516,0.016666666666666673,-0.006858095608095607,0.007476190476190477,0.08055555555555556,-0.08857142857142859,0.08957321663843404,0.05546683046683048,0.00038249700221531206,-0.05437242798353909,0.1758222222222222,0.018009641873278245,0.023465909090909093,0.021148989898989896,-0.06305916305916306,0.03140921409214091,0.13339837771655952,0.03951717486913597,0.22546296296296298,0.4189880952380951,0.018686868686868682,-0.0023674242424242425,0.030965909090909096,0.01606280193236715,-0.023129251700680278,0.11474999999999999,0.13847853535353535,0.12211428634533589,0.03499717673630717,0.04294507575757575,0.03422619047619047,0.0,0.025147727272727276,0.16324482195694315,0.193620992534036,-0.014285714285714287,0.09634305781024528,-0.022701372701372704,0.09999999999999999,0.2739087031024531,0.017282196969696968,0.17427375256322625,0.02258181818181819,-0.06785714285714287,-0.01652027027027027,0.010954717630853988,0.059144266586127044,0.039429358520267625,0.16220274906499396,0.01875,0.009015151515151509
2019-03-02,68,54,36,22,20,100,38,21,31,100,14,2,86,20,12,30,19,33,12,99,25,11,10,17,17,39,38,41,25,7,10,22,65,94,27,7,98,38,19,8,38,14,4,100,11,29,9,90,26,30,15,3,99,3,91,15,12,7,23,74,71,27,100,66,100,36,7,41,99,98,12,100,18,24,24,23,49,10,32,49,23,16,8,10,100,99,46,7,100,26,3,100,32,38,25,14,37,44,86,11,98,8,12
